CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2024-00087174,300 Block WASHINGTON ST,10/18/2024 08:59:00 PM,10,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,2,KHeron
2024-00087174,300 Block WASHINGTON ST,10/18/2024 08:59:00 PM,10,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,KHeron
2024-00084076,300 Block WASHINGTON ST,10/08/2024 03:00:00 AM,10,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,TO'Mara
2024-00084590,300 Block WASHINGTON ST,10/10/2024 12:13:00 AM,10,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2024-00080891,300 Block WASHINGTON ST,09/28/2024 09:01:00 AM,9,2024,Request for Assistance,Not Used,No violations,0,YJimenez
2024-00050950,300 Block WASHINGTON ST,06/25/2024 01:39:00 AM,6,2024,Request for Assistance,Not Used,No violations,0,Central Station
2024-00046136,300 Block WASHINGTON ST,06/10/2024 07:45:00 PM,6,2024,Municipal Code Violation,Sec. 16-3.G,Disorderly Conduct G - Urine in public,1,FColon
2024-00039589,300 Block WASHINGTON ST,05/23/2024 01:01:00 AM,5,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,NField
2024-00039144,300 Block WASHINGTON ST,05/21/2024 11:00:00 AM,5,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,SComella
2024-00038150,300 Block WASHINGTON ST,05/18/2024 03:27:00 PM,5,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,JPineau
2024-00038150,300 Block WASHINGTON ST,05/18/2024 03:27:00 PM,5,2024,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,JPineau
2024-00035268,300 Block WASHINGTON ST,05/09/2024 09:09:00 AM,5,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,BMcParlin
2024-00033789,300 Block WASHINGTON ST,05/04/2024 09:31:00 AM,5,2024,Request for Assistance,Not Used,No violations,0,Central Station
2024-00068805,300 Block WASHINGTON ST,08/21/2024 08:10:00 PM,8,2024,Request for Assistance,Not Used,No violations,0,Central Station
2024-00067747,300 Block WASHINGTON ST,08/18/2024 08:16:00 AM,8,2024,Request for Assistance,Not Used,No violations,0,Central Station
2024-00067930,300 Block WASHINGTON ST,08/18/2024 11:35:43 PM,8,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,ADzialo
2024-00068078,300 Block WASHINGTON ST,08/19/2024 02:59:00 PM,8,2024,RI Statute Violation,17-20-30,VIOLATION OF ELECTION LAWS,1,RSilva
2024-00065673,300 Block WASHINGTON ST,08/11/2024 04:10:00 PM,8,2024,Fraud,Not Used,No violations,0,MPlace
2024-00060288,300 Block WASHINGTON ST,07/24/2024 11:00:00 AM,7,2024,RI Statute Violation,12-9-3,GOVERNORS DUTY TO DELIVER FUGITIVES FROM JUSTICE,1,KMelfi
2024-00060577,300 Block WASHINGTON ST,07/25/2024 10:47:00 AM,7,2024,Warrant\Capias,BWARRANT-OS,BENCH WARRANT ISSUED - OUT OF STATE,1,SKennedy
2024-00057860,300 Block WASHINGTON ST,07/16/2024 02:59:00 PM,7,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,CCorreia
2024-00052947,300 Block WASHINGTON ST,07/01/2024 03:02:00 PM,7,2024,Request for Assistance,Not Used,No violations,0,Central Station
2024-00087207,0 Block CHESTNUT ST,10/18/2024 10:54:00 PM,10,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,NColicci
2024-00087883,0 Block CHESTNUT ST,10/20/2024 07:43:05 PM,10,2024,Request for Assistance,Not Used,No violations,0,GSans-Souci
2024-00075082,0 Block BRIGHTWOOD AVE,09/10/2024 07:53:00 AM,9,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,GScarcello
2024-00071369,0 Block EATON ST,08/29/2024 10:04:00 PM,8,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,ABrodeur
2024-00071369,0 Block EATON ST,08/29/2024 10:04:00 PM,8,2024,Liquor Law Violations,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,1,ABrodeur
2024-00068666,0 Block TRINIDAD ST,08/21/2024 11:36:55 AM,8,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,KWilliams
2024-00070602,0 Block CAMBRIDGE ST,08/27/2024 01:47:00 PM,8,2024,Request for Assistance,Not Used,No violations,0,Central Station
2024-00083013,KENNEDY PLZ,10/04/2024 10:20:00 PM,10,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2024-00038881,0 Block CITIZENS PLZ,05/11/2024 08:45:00 PM,5,2024,RI Statute Violation,46-22-9.2,FLOTATION DEVICE-CHILDREN,1,NField
2024-00067227,0 Block RYE ST,08/16/2024 07:00:00 PM,8,2024,RI Statute Violation,12-9-3,GOVERNORS DUTY TO DELIVER FUGITIVES FROM JUSTICE,1,JCortorreal
2024-00050646,N MAIN ST &  BRANCH AVE,06/24/2024 02:01:00 AM,6,2024,"Larceny, Other",11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,1,IBarbosa
2024-00073327,N MAIN ST &  BRANCH AVE,09/04/2024 07:57:32 PM,9,2024,Traffic Violation,31-14-2(A),Speeding 1-15 mph Over Speed Limit,1,RByfield
2024-00073327,N MAIN ST &  BRANCH AVE,09/04/2024 07:57:32 PM,9,2024,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,RByfield
2024-00073327,N MAIN ST &  BRANCH AVE,09/04/2024 07:57:32 PM,9,2024,Traffic Violation,31-47-9,Operating a MV without Evidence of Insurance,1,RByfield
2024-00075164,N MAIN ST &  BRANCH AVE,09/10/2024 12:59:00 PM,9,2024,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,MTroia
2024-00501702,600 Block POTTERS AVE,09/25/2024 07:30:23 PM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00043397,0 Block PLAINFIELD ST,06/02/2024 07:23:00 PM,6,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,MFigueroa
2024-00062828,0 Block PLAINFIELD ST,08/01/2024 10:36:56 PM,8,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,CSalinas
2024-00056106,0 Block PLAINFIELD ST,07/11/2024 08:37:00 AM,7,2024,Tresspassing,11-44-26,WILLFUL TRESPASS,1,DRosso
2024-00087752,BURNSIDE ST &  THURBERS AVE,10/20/2024 11:18:00 AM,10,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,NULL
2024-00044331,0 Block SPRUCE ST,06/05/2024 03:10:00 PM,6,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,NAyala
2024-00086322,0 Block WOODSIDE RD,10/15/2024 10:42:11 PM,10,2024,Request for Assistance,Not Used,No violations,0,GSans-Souci
2024-00082025,0 Block WOODSIDE RD,10/01/2024 09:48:00 PM,10,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JMontano
2024-00083870,CRANSTON ST &  HANOVER ST,10/07/2024 01:02:00 PM,10,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,MPesola
2024-00087981,CRANSTON ST &  HANOVER ST,10/21/2024 08:04:00 AM,10,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,CFranco
2024-00077450,CRANSTON ST &  HANOVER ST,09/17/2024 09:47:00 AM,9,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,REmile
2024-00038342,CRANSTON ST &  HANOVER ST,05/19/2024 03:01:00 AM,5,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,CFleurant
2024-00033267,CRANSTON ST &  HANOVER ST,05/02/2024 05:12:00 PM,5,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,KHeron
2024-00033267,CRANSTON ST &  HANOVER ST,05/02/2024 05:12:00 PM,5,2024,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,4,KHeron
2024-00056675,CRANSTON ST &  HANOVER ST,07/12/2024 07:44:00 PM,7,2024,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,LRagosta
2024-00056675,CRANSTON ST &  HANOVER ST,07/12/2024 07:44:00 PM,7,2024,Municipal Code Violation,Sec. 23-32.,"Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",1,LRagosta
2024-00056675,CRANSTON ST &  HANOVER ST,07/12/2024 07:44:00 PM,7,2024,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,LRagosta
2024-00056675,CRANSTON ST &  HANOVER ST,07/12/2024 07:44:00 PM,7,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,LRagosta
2024-00060172,CRANSTON ST &  HANOVER ST,07/23/2024 09:27:00 PM,7,2024,Tresspassing,11-44-26,WILLFUL TRESPASS,1,LRagosta
2024-00059904,CRANSTON ST &  HANOVER ST,07/22/2024 09:07:00 PM,7,2024,Municipal Code Violation,Sec. 23-32.,"Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",1,MPetteruto
2024-00052142,ELMWOOD AVE &  CROMWELL ST,06/28/2024 09:24:31 PM,6,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JCortorreal
2024-00046462,0 Block DEPASQUALE AVE,06/11/2024 09:39:00 PM,6,2024,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,RAbenante
2024-00046462,0 Block DEPASQUALE AVE,06/11/2024 09:39:00 PM,6,2024,DUI,31-27-2.1,Chemical Test Refusal,1,RAbenante
2024-00046462,0 Block DEPASQUALE AVE,06/11/2024 09:39:00 PM,6,2024,Traffic Violation,31-27-2.3,Refusal to Submit to a Preliminary Breath Test,1,RAbenante
2024-00046462,0 Block DEPASQUALE AVE,06/11/2024 09:39:00 PM,6,2024,Traffic Violation,31-15-9(b),One Way Highway - Driving Wrong Way,1,RAbenante
2024-00046462,0 Block DEPASQUALE AVE,06/11/2024 09:39:00 PM,6,2024,Traffic Violation,31-15-11,Laned Roadway Violation,1,RAbenante
2024-00046462,0 Block DEPASQUALE AVE,06/11/2024 09:39:00 PM,6,2024,Traffic Violation,31-14-1,Failure to Maintain Control,1,RAbenante
2024-00038367,0 Block CAPRON ST,05/19/2024 08:54:00 AM,5,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/O $11000 - FROM MV,1,DRosso
2024-00038367,0 Block CAPRON ST,05/19/2024 08:54:00 AM,5,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DRosso
2024-00031966,0 Block HARTFORD AVE,04/28/2024 03:01:00 PM,4,2024,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,MPesola
2024-00056225,0 Block HARTFORD AVE,07/11/2024 03:54:00 PM,7,2024,Tresspassing,11-44-26,WILLFUL TRESPASS,1,MMarwell
2024-00056225,0 Block HARTFORD AVE,07/11/2024 03:54:00 PM,7,2024,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2,MMarwell
2024-00041840,0 Block PEKIN ST,05/29/2024 12:19:00 PM,5,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,Central Station
2024-00069087,300 Block BROAD ST,08/22/2024 07:43:00 PM,8,2024,Traffic Violation,31-9-1,Driving Without Consent of Owner,1,BMcParlin
2024-00037781,BROAD ST &  ELMWOOD AVE,05/17/2024 01:02:00 PM,5,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,Central Station
2024-00045612,CHARLES ST &  SILVER SPRING ST,06/09/2024 03:52:00 AM,6,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,JNazario Feliz
2024-00045612,CHARLES ST &  SILVER SPRING ST,06/09/2024 03:52:00 AM,6,2024,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,JNazario Feliz
2024-00056631,CHARLES ST &  SILVER SPRING ST,07/12/2024 05:16:00 PM,7,2024,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,RFernandes
2024-00056631,CHARLES ST &  SILVER SPRING ST,07/12/2024 05:16:00 PM,7,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,RFernandes
2024-00087849,CHARLES ST &  SILVER SPRING ST,10/20/2024 05:35:00 PM,10,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,HMendez
2024-00039572,PLEASANT VALLEY PKY &  VALLEY ST,05/23/2024 12:19:00 AM,5,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,KShea
2024-00084865,BROAD ST &  GREENE ST,10/10/2024 11:38:00 PM,10,2024,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,RByfield
2024-00084865,BROAD ST &  GREENE ST,10/10/2024 11:38:00 PM,10,2024,DUI,31-27-2.1,Chemical Test Refusal,1,RByfield
2024-00084865,BROAD ST &  GREENE ST,10/10/2024 11:38:00 PM,10,2024,Traffic Violation,31-17-2,Vehicles Turning Left - Failure to Yield ROW,1,RByfield
2024-00084865,BROAD ST &  GREENE ST,10/10/2024 11:38:00 PM,10,2024,Traffic Violation,31-10-27,No License on Person - Exhibited on Demand,1,RByfield
2024-00084865,BROAD ST &  GREENE ST,10/10/2024 11:38:00 PM,10,2024,Traffic Violation,31-22-21.1,Presence of Alcoholic Beverage While Operating or Riding in Motor Vehicle,1,RByfield
2024-00054697,ATWELLS AVE &  VALLEY ST,07/06/2024 03:44:00 PM,7,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,ALima
2024-00056311,0 Block NASHUA ST,07/11/2024 07:42:00 PM,7,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2024-00062078,WESTMINSTER ST &  KNIGHT ST,07/30/2024 10:42:57 AM,7,2024,Auto Towed,Not Used,Parking or MV Violation,0,JDeschamps
2024-00067325,HANOVER ST &  CRANSTON ST,08/17/2024 12:44:00 AM,8,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,LRagosta
2024-00075383,HANOVER ST &  CRANSTON ST,09/11/2024 01:26:00 AM,9,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,LRagosta
2024-00077192,0 Block SUPERIOR ST,09/16/2024 11:41:00 AM,9,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2024-00062644,600 Block SMITH ST,08/01/2024 07:56:00 AM,8,2024,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,LQuinilla
2024-00085611,0 Block VEAZIE ST,10/13/2024 04:52:12 AM,10,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JNazario Feliz
2024-00051519,RESERVOIR AVE &  ROGER WILLIAMS AVE,06/26/2024 07:00:00 PM,6,2024,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,MMcGloin
2024-00051519,RESERVOIR AVE &  ROGER WILLIAMS AVE,06/26/2024 07:00:00 PM,6,2024,Drug Offenses,21-28-4.06-1A,MAINTAIN COMMON NUSIANCE/CONTROL SUBSTANCES,1,MMcGloin
2024-00051519,RESERVOIR AVE &  ROGER WILLIAMS AVE,06/26/2024 07:00:00 PM,6,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,MMcGloin
2024-00038088,100 Block JULIAN ST,05/18/2024 11:22:22 AM,5,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DRosso
2024-00038043,100 Block JULIAN ST,05/18/2024 04:08:52 AM,5,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,DRosso
2024-00033686,0 Block CONCANNON ST,05/03/2024 10:55:00 PM,5,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,LPrete
2024-00500691,0 Block CARTER ST,05/08/2024 02:41:29 PM,5,2024,Receiving Stolen Property,11-41-2,RECEIVING STOLEN GOODS-MISDEMEANOR,1,MTroia
2024-00501024,0 Block CARTER ST,06/24/2024 01:17:48 PM,6,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00501024,0 Block CARTER ST,06/24/2024 01:17:48 PM,6,2024,RI Statute Violation,11-41-24,HABITUAL OFFENDER-SHOPLIFTING,1,NField
2024-00064745,200 Block BRANCH AVE,08/08/2024 05:01:00 PM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MCarlone
2024-00044897,200 Block BRANCH AVE,06/07/2024 12:43:00 PM,6,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,Central Station
2024-00048858,300 Block HAWKINS ST,06/18/2024 04:29:00 PM,6,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,IQuinn
2024-00048858,300 Block HAWKINS ST,06/18/2024 04:29:00 PM,6,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,IQuinn
2024-00081201,100 Block PARADE ST,09/29/2024 02:46:26 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,BO'Brien
2024-00081201,100 Block PARADE ST,09/29/2024 02:46:26 AM,9,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BO'Brien
2024-00063298,0 Block MANTON AVE,08/03/2024 11:50:28 AM,8,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,DRosso
2024-00070511,0 Block MANTON AVE,08/27/2024 08:38:00 AM,8,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,LQuinilla
2024-00081408,0 Block DOWNING ST,09/29/2024 06:49:00 PM,9,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2024-00084382,0 Block INKERMAN ST,10/09/2024 08:59:00 AM,10,2024,Request for Assistance,Not Used,No violations,0,Central Station
2024-00049892,600 Block ATWELLS AVE,06/21/2024 06:26:00 PM,6,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2024-00047684,200 Block ATWELLS AVE,06/15/2024 03:30:00 PM,6,2024,Auto Towed,Not Used,Parking or MV Violation,0,BAucoin
2024-00037508,CHAD BROWN ST,05/16/2024 03:09:00 PM,5,2024,Request for Assistance,Not Used,No violations,0,Central Station
2024-00047312,100 Block COLONIAL RD,06/14/2024 12:25:53 PM,6,2024,Request for Assistance,Not Used,No violations,0,TGomes
2024-00047566,500 Block HARTFORD AVE,06/15/2024 04:09:01 AM,6,2024,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,ADzialo
2024-00032898,0 Block FILLMORE ST,05/01/2024 04:00:00 PM,5,2024,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,NULL
2024-00032902,0 Block FILLMORE ST,05/01/2024 04:05:00 PM,5,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,Central Station
2024-00038089,0 Block GARFIELD AVE,05/18/2024 11:23:40 AM,5,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JDennis
2024-00077741,0 Block GARFIELD AVE,09/18/2024 07:35:53 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JDennis
2024-00072564,0 Block PARKIS AVE,09/02/2024 11:02:00 AM,9,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,OCastro
2024-00078893,500 Block BRANCH AVE,09/21/2024 07:35:23 PM,9,2024,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,IQuinn
2024-00038084,0 Block TYNDALL AVE,05/18/2024 09:03:00 AM,5,2024,Burglary,11-8-1,BURGLARY,1,LRamalho
2024-00083469,TAYLOR ST,10/06/2024 02:18:00 AM,10,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2024-00035674,0 Block TOURO ST,05/10/2024 02:00:00 PM,5,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,AIn
2024-00033900,0 Block BRIDGHAM ST,05/04/2024 06:29:00 PM,5,2024,RI Statute Violation,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/O DMG,1,DRamirez
2024-00033900,0 Block BRIDGHAM ST,05/04/2024 06:29:00 PM,5,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,DRamirez
2024-00069446,EDDY ST &  THURBERS AVE,08/24/2024 12:02:30 AM,8,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,JCortorreal
2024-00064460,N MAIN ST &  SMITH ST,08/07/2024 04:42:00 PM,8,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2024-00044639,0 Block WAVERLY ST,06/06/2024 02:12:00 PM,6,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,EEspinal
2024-00071637,200 Block ALTHEA ST,08/30/2024 06:36:00 PM,8,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,Central Station
2024-00069348,VALLEY ST &  CLIFF ST,08/23/2024 05:52:00 PM,8,2024,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,BMcKenna
2024-00069348,VALLEY ST &  CLIFF ST,08/23/2024 05:52:00 PM,8,2024,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,BMcKenna
2024-00069348,VALLEY ST &  CLIFF ST,08/23/2024 05:52:00 PM,8,2024,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,BMcKenna
2024-00071264,100 Block PLEASANT ST,08/29/2024 03:10:00 PM,8,2024,Request for Assistance,Not Used,No violations,0,Central Station
2024-00053687,CRANSTON ST &  BRIDGHAM ST,07/03/2024 05:33:00 PM,7,2024,Request for Assistance,Not Used,No violations,0,Central Station
2024-00055025,CRANSTON ST &  BRIDGHAM ST,07/07/2024 03:05:00 PM,7,2024,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,RCriner
2024-00055025,CRANSTON ST &  BRIDGHAM ST,07/07/2024 03:05:00 PM,7,2024,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,RCriner
2024-00070540,PEKIN ST &  VALE ST,08/27/2024 11:04:00 AM,8,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,TCalandra
2024-00070540,PEKIN ST &  VALE ST,08/27/2024 11:04:00 AM,8,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,TCalandra
2024-00070540,PEKIN ST &  VALE ST,08/27/2024 11:04:00 AM,8,2024,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,TCalandra
2024-00044026,BROAD ST &  PUBLIC ST,06/04/2024 04:02:00 PM,6,2024,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,RBallinger
2024-00044026,BROAD ST &  PUBLIC ST,06/04/2024 04:02:00 PM,6,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,RBallinger
2024-00044026,BROAD ST &  PUBLIC ST,06/04/2024 04:02:00 PM,6,2024,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,RBallinger
2024-00034020,0 Block COLFAX ST,05/05/2024 01:15:23 AM,5,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,EDelgado
2024-00034020,0 Block COLFAX ST,05/05/2024 01:15:23 AM,5,2024,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,EDelgado
2024-00077163,PROVIDENCE ST &  LOCKWOOD ST,09/16/2024 10:14:29 AM,9,2024,Auto Towed,Not Used,Parking or MV Violation,0,JDeschamps
2024-00043877,100 Block DUPONT DR,06/04/2024 03:29:56 AM,6,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,IBarbosa
2024-00086808,200 Block SMITH ST,10/17/2024 03:21:00 PM,10,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,AO'Loughlin
2024-00086808,200 Block SMITH ST,10/17/2024 03:21:00 PM,10,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,AO'Loughlin
2024-00086808,200 Block SMITH ST,10/17/2024 03:21:00 PM,10,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,AO'Loughlin
2024-00078414,0 Block WADSWORTH ST,09/20/2024 10:15:00 AM,9,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2024-00087599,600 Block PRAIRIE AVE,10/20/2024 12:30:00 AM,10,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,ARosales
2024-00072128,ELMWOOD AVE &  BELLEVUE AVE,09/01/2024 01:03:00 AM,9,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,JCortorreal
2024-00071624,0 Block WEALTH AVE,08/30/2024 05:34:00 PM,8,2024,Stolen Property,Not Used,No violations,0,Central Station
2024-00075475,0 Block VIOLA ST,09/11/2024 11:18:00 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,Central Station
2024-00055509,PROMENADE ST &  PLEASANT VALLEY PKY,07/09/2024 10:26:41 AM,7,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JLanier
2024-00084925,300 Block PINE ST,10/11/2024 07:48:32 AM,10,2024,Auto Towed,Not Used,Parking or MV Violation,0,JDeschamps
2024-00044293,1400 Block BROAD ST,06/05/2024 01:03:07 PM,6,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,MRudolph
2024-00044105,0 Block E MANNING ST,06/04/2024 08:14:00 PM,6,2024,"Fraud, Swindle",11-41-4,OBT. MONEY-FALSE PRETENSE/PERSONATION/U $11000 - FALSE PRETENSE,1,Central Station
2024-00057369,200 Block BUCKLIN ST,07/14/2024 09:25:00 PM,7,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,SCooney
